subID,m_phys_J19,m_phys_L19,m_des_J19,m_des_L19,m_bel_J19,m_bel_L19,m_base_J19,m_base_L19,m_des_base_J19,m_des_base_L19,m_bel_base_J19,m_bel_base_L19,a_phys_J19,a_phys_L19,a_des_J19,a_des_L19,a_bel_J19,a_bel_L19
113_ID,-2.0929731473877e-08,-1.34761490729856e-08,9.21990589001196e-08,9.38780748379241e-08,1.27374743874836e-07,1.46840805132516e-07,4.01552281566874e-08,4.99858920636384e-08,5.20438307434322e-08,4.38921827742857e-08,8.72195157181481e-08,9.68549130688778e-08,-2.09506612053509e-05,-1.34896252220586e-05,9.22912579590197e-05,9.3971952912762e-05,0.00012750211861871,0.000146987645937649
114_ASB,-5.34459932539763e-08,4.24058690911959e-08,1.74230012063958e-08,5.17894810642606e-08,-6.2748942861709e-10,2.82850353382384e-08,2.00656797572407e-08,3.54229063413983e-09,-2.64267855084492e-09,4.82471904301207e-08,-2.06931691858578e-08,2.47427447040985e-08,-5.34994392472302e-05,4.24482749602871e-05,1.74404242076022e-05,5.18412705453248e-05,-6.28116918045707e-07,2.83133203735766e-05
115_HC,8.49361089935749e-09,-3.20438606026215e-08,2.62525822314256e-08,4.48415169353966e-08,-7.61444914220856e-09,-4.79618020595983e-09,2.42398878704452e-08,7.5214069098209e-09,2.0126943609804e-09,3.73201100255757e-08,-3.18543370126538e-08,-1.23175871157807e-08,8.50210451025685e-06,-3.20759044632241e-05,2.62788348136571e-05,4.4886358452332e-05,-7.62206359135077e-06,-4.80097638616579e-06
118_ZT,5.01072841280219e-08,3.90858117188941e-09,-7.2933235805341e-08,2.20778202899639e-08,-2.16283608995229e-08,-2.45527215590172e-08,4.49880707908288e-08,2.72478228468491e-08,-1.1792130659617e-07,-5.17000255688523e-09,-6.66164316903517e-08,-5.18005444058663e-08,5.01573914121499e-05,3.91248975306129e-06,-7.30061690411463e-05,2.20998981102538e-05,-2.16499892604224e-05,-2.45772742805763e-05
119_GM,-1.7498315983743e-07,-6.21859202304895e-08,7.35489472229555e-08,1.29032660104371e-07,-3.07888762213832e-07,2.81848250550474e-08,1.61337644061696e-07,2.38208399905447e-08,-8.77886968387403e-08,1.05211820113826e-07,-4.69226406275528e-07,4.36398506450264e-09,-0.000175158142997268,-6.224810615072e-05,7.36224961701785e-05,0.000129161692764476,-0.000308196650976046,2.82130098801024e-05
120_PB,3.43804417641617e-07,3.4383861304931e-07,2.24025931257155e-07,1.38475443925107e-07,-2.13644183875353e-07,-7.89221445728535e-08,7.52122862421555e-08,2.88683313787253e-08,1.48813645014999e-07,1.09607112546382e-07,-2.88856470117509e-07,-1.07790475951579e-07,0.000344148222059258,0.000344182451662359,0.000224249957188412,0.000138613919369032,-0.000213857828059229,-7.90010667174264e-05
121_MT,-5.03576690415679e-08,1.06181056387886e-07,1.82521416478915e-08,5.28539396935854e-08,-4.89165155066084e-08,1.57096696509651e-08,-9.77724506476288e-09,-5.87124087969273e-09,2.80293867126544e-08,5.87251805732781e-08,-3.91392704418455e-08,2.15809105306578e-08,-5.04080267106095e-05,0.000106287237444274,1.82703937895394e-05,5.29067936332789e-05,-4.8965432022115e-05,1.57253793206161e-05
122_KD,1.43884210797735e-08,8.9930768685365e-10,2.06329106237033e-09,8.2001752282246e-09,-1.74302534268036e-08,6.68446951447345e-09,1.80642081604753e-09,-9.90043775667491e-10,2.56870246322803e-10,9.1902190038921e-09,-1.92366742428511e-08,7.67451329014094e-09,1.44028095008533e-05,9.00206994540503e-07,2.0653543534327e-06,8.20837540345283e-06,-1.74476836802304e-05,6.69115398398792e-06
123_ES,7.23745187150831e-08,1.14086409989779e-08,1.80450183388841e-07,2.21611193080107e-08,-1.95539197105335e-07,-6.82754628771722e-08,8.95037278259295e-08,8.95767324945706e-08,9.09464555629114e-08,-6.74156131865599e-08,-2.85042924931264e-07,-1.57852195371743e-07,7.24468932337981e-05,1.14200496399769e-05,0.00018063063357223,2.21832804273187e-05,-0.00019573473630244,-6.83437383400494e-05
124_CK,-2.69318280790266e-07,6.91576647903513e-08,2.39855066387781e-08,-2.26893864322891e-08,4.72190308493101e-08,6.6309534261888e-08,1.98901847743476e-07,1.4650979091058e-08,-1.74916341104698e-07,-3.7340365523347e-08,-1.51682816894165e-07,5.16585551708301e-08,-0.000269587599071057,6.92268224551417e-05,2.40094921454169e-05,-2.27120758187214e-05,4.72662498801595e-05,6.63758437961499e-05
